"id","model.climate.tableName","model.site.soilDepth","model.site.pctSand","model.site.pctSilt","model.site.pctClay","model.site.swdC","model.site.otherC","model.site.youngRefractoryC","model.site.availableNitrogen","model.site.youngLabileC","model.site.somC"
28159,"climate722",184.998273849487,74.1219024658203,19.1639175415039,6.71418046951294,NA,NA,NA,NA,NA,260680
29222,"climate760",225.999996066093,56,38,6,NA,NA,NA,NA,NA,NA
29124,"climate760",14.2247434705496,3.52471518516541,2.39177107810974,0.377648055553436,NA,NA,NA,NA,NA,24960
29022,"climate758",0,0,0,0,0,0,0,NA,0,0
28918,"climate758",0,0,0,0,0,0,0,NA,0,0
28813,"climate758",0,0,0,0,0,0,0,NA,0,0
28708,"climate751",165.759339928627,41.073112487793,27.8710403442383,4.40069055557251,NA,NA,NA,NA,NA,NA
28600,"climate750",180.919706821442,69.033073425293,25.0751800537109,4.29175615310669,NA,NA,NA,NA,NA,NA
28492,"climate722",180.999994277954,71.129997253418,24.6299991607666,4.25,NA,NA,NA,NA,NA,NA
28381,"climate722",106.401704251766,71.129997253418,24.6299991607666,4.25,NA,NA,NA,NA,NA,NA
28270,"climate722",188.412800431252,43.1510314941406,39.6509666442871,17.1987915039062,NA,NA,NA,NA,NA,176215
28160,"climate722",182.185500860214,82.6539840698242,13.5964994430542,3.74951720237732,NA,NA,NA,NA,NA,260680
28050,"climate722",180.999994277954,86.25,11.25,2.5,NA,NA,NA,NA,NA,260680
29841,"climate749",250.999987125397,56,38,6,NA,NA,NA,NA,NA,NA
29740,"climate749",250.999987125397,56,38,6,NA,NA,NA,NA,NA,NA
29635,"climate749",41.3513630628586,9.22580242156982,6.26036596298218,0.988478779792786,NA,NA,NA,NA,NA,24960
29527,"climate749",0,0,0,0,0,0,0,NA,0,0
29223,"climate760",46.0159182548523,11.4021739959717,7.73718976974487,1.2216614484787,NA,NA,NA,NA,NA,186886.5302
29125,"climate760",3.63679160363972,0.901151895523071,0.611495912075043,0.0965519919991493,NA,NA,NA,NA,NA,24960
29023,"climate618",0,0,0,0,0,0,0,NA,0,0
28919,"climate758",0,0,0,0,0,0,0,NA,0,0
28814,"climate758",0,0,0,0,0,0,0,NA,0,0
28709,"climate751",42.3791259527206,10.5010223388672,7.12569379806519,1.1251095533371,NA,NA,NA,NA,NA,186886.5302
28601,"climate750",170.331761240959,66.4095077514648,23.2949047088623,4.01066017150879,NA,NA,NA,NA,NA,NA
